YEAR,MONTH,COMMODITY,"WEIGHT, KG PER BAG"," PRICE, ¢ GH"
2000,JUNE,LOCAL RICE,100,2.55
2000,JULY,LOCAL RICE,100,2.54
2000,AUGUST,LOCAL RICE,100,2.54
2000,SEPTEMBER,LOCAL RICE,100,3.07
2000,OCTOBER,LOCAL RICE,100,2.88
2000,NOVEMBER,LOCAL RICE,100,3.3
2000,DECEMBER,LOCAL RICE,100,2.94
2001,JANUARY,LOCAL RICE,100,2.53
2001,FEBRUARY,LOCAL RICE,100,2.85
2001,MARCH,LOCAL RICE,100,3.11
2001,APRIL,LOCAL RICE,100,3.56
2001,MAY,LOCAL RICE,100,3.64
2001,JUNE,LOCAL RICE,100,4.4
2001,JULY,LOCAL RICE,100,4.31
2001,AUGUST,LOCAL RICE,100,5.88
2001,SEPTEMBER,LOCAL RICE,100,4.71
2001,OCTOBER,LOCAL RICE,100,4.52
2001,NOVEMBER,LOCAL RICE,100,3.72
2001,DECEMBER,LOCAL RICE,100,3.72
2002,JANUARY,LOCAL RICE,100,3.88
2002,FEBRUARY,LOCAL RICE,100,4.03
2002,MARCH,LOCAL RICE,100,4.45
2002,APRIL,LOCAL RICE,100,4.53
2002,MAY,LOCAL RICE,100,6.24
2002,JUNE,LOCAL RICE,100,5.91
2002,JULY,LOCAL RICE,100,6.19
2002,AUGUST,LOCAL RICE,100,6.81
2002,SEPTEMBER,LOCAL RICE,100,6.45
2002,OCTOBER,LOCAL RICE,100,8.47
2002,NOVEMBER,LOCAL RICE,100,6.87
2002,DECEMBER,LOCAL RICE,100,6.64
2003,JANUARY,LOCAL RICE,100,5.83
2003,FEBRUARY,LOCAL RICE,100,7.36
2003,MARCH,LOCAL RICE,100,8.32
2003,APRIL,LOCAL RICE,100,9.28
2003,MAY,LOCAL RICE,100,8.67
2003,JUNE,LOCAL RICE,100,10.12
2003,JULY,LOCAL RICE,100,0.85
2003,AUGUST,LOCAL RICE,100,10.29
2003,SEPTEMBER,LOCAL RICE,100,11.18
2003,OCTOBER,LOCAL RICE,100,10.24
2003,NOVEMBER,LOCAL RICE,100,9.87
2003,DECEMBER,LOCAL RICE,100,7.9
2004,JANUARY,LOCAL RICE,100,7.35
2004,FEBRUARY,LOCAL RICE,100,9.12
2004,MARCH,LOCAL RICE,100,9.8
2004,APRIL,LOCAL RICE,100,9.71
2004,MAY,LOCAL RICE,100,9.61
2004,JUNE,LOCAL RICE,100,10.12
2004,JULY,LOCAL RICE,100,9.71
2004,AUGUST,LOCAL RICE,100,11.08
2004,SEPTEMBER,LOCAL RICE,100,9.79
2004,OCTOBER,LOCAL RICE,100,10.44
2004,NOVEMBER,LOCAL RICE,100,9.38
2004,DECEMBER,LOCAL RICE,100,8.03
2005,JANUARY,LOCAL RICE,100,8.6
2005,FEBRUARY,LOCAL RICE,100,8.36
2005,MARCH,LOCAL RICE,100,8.38
2005,APRIL,LOCAL RICE,100,9.22
2005,MAY,LOCAL RICE,100,8.53
2005,JUNE,LOCAL RICE,100,10.12
2005,JULY,LOCAL RICE,100,11.55
2005,AUGUST,LOCAL RICE,100,11.47
2005,SEPTEMBER,LOCAL RICE,100,12.03
2005,OCTOBER,LOCAL RICE,100,11.86
2005,NOVEMBER,LOCAL RICE,100,13.34
2005,DECEMBER,LOCAL RICE,100,13.79
2006,JANUARY,LOCAL RICE,100,12.19
2006,FEBRUARY,LOCAL RICE,100,12.47
2006,MARCH,LOCAL RICE,100,13.05
2006,APRIL,LOCAL RICE,100,14.47
2006,MAY,LOCAL RICE,100,13.92
2006,JUNE,LOCAL RICE,100,13.83
2006,JULY,LOCAL RICE,100,14.16
2006,AUGUST,LOCAL RICE,100,14.25
2006,SEPTEMBER,LOCAL RICE,100,13.44
2006,OCTOBER,LOCAL RICE,100,14.33
2006,NOVEMBER,LOCAL RICE,100,13.02
2006,DECEMBER,LOCAL RICE,100,11.73
2007,JANUARY,LOCAL RICE,100,11.15
2007,FEBRUARY,LOCAL RICE,100,12.927
2007,MARCH,LOCAL RICE,100,13.929
2007,APRIL,LOCAL RICE,100,12.812
2007,MAY,LOCAL RICE,100,13.821
2007,JUNE,LOCAL RICE,100,15.249
2007,JULY,LOCAL RICE,100,15.705
2007,AUGUST,LOCAL RICE,100,15.247
2007,SEPTEMBER,LOCAL RICE,100,15.506
2007,OCTOBER,LOCAL RICE,100,16.323
2007,NOVEMBER,LOCAL RICE,100,16.327
2007,DECEMBER,LOCAL RICE,100,15.526
2008,JANUARY,LOCAL RICE,100,16.17
2008,FEBRUARY,LOCAL RICE,100,16.522
2008,MARCH,LOCAL RICE,100,17.279
2008,APRIL,LOCAL RICE,100,17.447
2008,MAY,LOCAL RICE,100,17.27
2008,JUNE,LOCAL RICE,100,16.648
2008,JULY,LOCAL RICE,100,18.234
2008,AUGUST,LOCAL RICE,100,17.782
2008,SEPTEMBER,LOCAL RICE,100,17.022
2008,OCTOBER,LOCAL RICE,100,17.076
2008,NOVEMBER,LOCAL RICE,100,16.23
2008,DECEMBER,LOCAL RICE,100,31.566
2009,JANUARY,LOCAL RICE,100,15.157
2009,FEBRUARY,LOCAL RICE,100,16.078
2009,MARCH,LOCAL RICE,100,17.135
2009,APRIL,LOCAL RICE,100,17.638
2009,MAY,LOCAL RICE,100,18.007
2009,JUNE,LOCAL RICE,100,17.876
2009,JULY,LOCAL RICE,100,17.784
2009,AUGUST,LOCAL RICE,100,18.104
2009,SEPTEMBER,LOCAL RICE,100,18.016
2009,OCTOBER,LOCAL RICE,100,18.442
2009,NOVEMBER,LOCAL RICE,100,20.389
2009,DECEMBER,LOCAL RICE,100,20.385
2010,JANUARY,LOCAL RICE,100,21.02
2010,FEBRUARY,LOCAL RICE,100,24.675
2010,MARCH,LOCAL RICE,100,27.127
2010,APRIL,LOCAL RICE,100,29.277
2010,MAY,LOCAL RICE,100,29.223
2010,JUNE,LOCAL RICE,100,30.313
2010,JULY,LOCAL RICE,100,33.093
2010,AUGUST,LOCAL RICE,100,32.607
2010,SEPTEMBER,LOCAL RICE,100,31.086
2010,OCTOBER,LOCAL RICE,100,32.371
2010,NOVEMBER,LOCAL RICE,100,33.424
2010,DECEMBER,LOCAL RICE,100,32.867
2011,JANUARY,LOCAL RICE,100,34.779
2011,FEBRUARY,LOCAL RICE,100,34.173
2011,MARCH,LOCAL RICE,100,33.646
2011,APRIL,LOCAL RICE,100,35.497
2011,MAY,LOCAL RICE,100,37.639
2011,JUNE,LOCAL RICE,100,43.201
2011,JULY,LOCAL RICE,100,44.825
2011,AUGUST,LOCAL RICE,100,48.72
2011,SEPTEMBER,LOCAL RICE,100,47.555
2011,OCTOBER,LOCAL RICE,100,53.078
2011,NOVEMBER,LOCAL RICE,100,56.585
2011,DECEMBER,LOCAL RICE,100,54.817
2012,JANUARY,LOCAL RICE,100,51.689
2012,FEBRUARY,LOCAL RICE,100,53.26
2012,MARCH,LOCAL RICE,100,59.907
2012,APRIL,LOCAL RICE,100,62.758
2012,MAY,LOCAL RICE,100,68.965
2012,JUNE,LOCAL RICE,100,68.141
2012,JULY,LOCAL RICE,100,66.775
2012,AUGUST,LOCAL RICE,100,68.677
2012,SEPTEMBER,LOCAL RICE,100,70.05
2012,OCTOBER,LOCAL RICE,100,74.253
2012,NOVEMBER,LOCAL RICE,100,77.223
2012,DECEMBER,LOCAL RICE,100,84.173
2013,JANUARY,LOCAL RICE,100,65.325
2013,FEBRUARY,LOCAL RICE,100,68.897
2013,MARCH,LOCAL RICE,100,73.675
2013,APRIL,LOCAL RICE,100,65.4
2013,MAY,LOCAL RICE,100,75.904
2013,JUNE,LOCAL RICE,100,80
2013,JULY,LOCAL RICE,100,95.585
2013,AUGUST,LOCAL RICE,100,90.685
2013,SEPTEMBER,LOCAL RICE,100,86.5
2013,OCTOBER,LOCAL RICE,100,85
2013,NOVEMBER,LOCAL RICE,100,86.8
2013,DECEMBER,LOCAL RICE,100,91.2
2013,JANUARY,LOCAL RICE,100,71.591
2014,FEBRUARY,LOCAL RICE,100,70.171
2014,MARCH,LOCAL RICE,100,65.718
2014,APRIL,LOCAL RICE,100,68.186
2014,MAY,LOCAL RICE,100,68.234
2014,JUNE,LOCAL RICE,100,60.97
2014,JULY,LOCAL RICE,100,71.291
2014,AUGUST,LOCAL RICE,100,71.56
2014,SEPTEMBER,LOCAL RICE,100,70.169
2014,OCTOBER,LOCAL RICE,100,62.167
2014,NOVEMBER,LOCAL RICE,100,60.632
2014,DECEMBER,LOCAL RICE,100,61.946
2015,JANUARY,LOCAL RICE,100,64.562
2015,FEBRUARY,LOCAL RICE,100,75.741
2015,MARCH,LOCAL RICE,100,70.759
2015,APRIL,LOCAL RICE,100,85.562
2015,MAY,LOCAL RICE,100,81.285
2015,JUNE,LOCAL RICE,100,81.156
2015,JULY,LOCAL RICE,100,9.25
2015,AUGUST,LOCAL RICE,100,101.25
2015,SEPTEMBER,LOCAL RICE,100,101.8751
2015,OCTOBER,LOCAL RICE,100,110.833
2015,NOVEMBER,LOCAL RICE,100,140
2015,DECEMBER,LOCAL RICE,100,170
2016,JANUARY,LOCAL RICE,100,160
2016,FEBRUARY,LOCAL RICE,100,171.116
2016,MARCH,LOCAL RICE,100,174.535
2016,APRIL,LOCAL RICE,100,180.916
2016,MAY,LOCAL RICE,100,197.5
2016,JUNE,LOCAL RICE,100,206
2016,JULY,LOCAL RICE,100,206.67
2016,AUGUST,LOCAL RICE,100,21.5
2016,SEPTEMBER,LOCAL RICE,100,235
2016,OCTOBER,LOCAL RICE,100,198.75
2016,NOVEMBER,LOCAL RICE,100,262.5
2016,DECEMBER,LOCAL RICE,100,260
2017,JANUARY,LOCAL RICE,100,203.783
2017,FEBRUARY,LOCAL RICE,100,189.832
2017,MARCH,LOCAL RICE,100,199.131
2017,APRIL,LOCAL RICE,100,214.273
2017,MAY,LOCAL RICE,100,218.31
2017,JUNE,LOCAL RICE,100,206.406
2017,JULY,LOCAL RICE,100,216.693
2017,AUGUST,LOCAL RICE,100,212.168
2017,SEPTEMBER,LOCAL RICE,100,211.274
2017,OCTOBER,LOCAL RICE,100,218.701
2017,NOVEMBER,LOCAL RICE,100,220.545
2017,DECEMBER,LOCAL RICE,100,207.815
1970,JANUARY,SORGHUM,109,198.869
1970,FEBRUARY,SORGHUM,109,204.56
1970,MARCH,SORGHUM,109,198.26
1970,APRIL,SORGHUM,109,205.632
1970,MAY,SORGHUM,109,204.796
1970,JUNE,SORGHUM,109,215.61
1970,JULY,SORGHUM,109,207.307
1970,AUGUST,SORGHUM,109,213.798
1970,SEPTEMBER,SORGHUM,109,209.079
1970,OCTOBER,SORGHUM,109,205.629
1970,NOVEMBER,SORGHUM,109,196.956
1970,DECEMBER,SORGHUM,109,192.275
1971,JANUARY,SORGHUM,109,324.276
1971,FEBRUARY,SORGHUM,109,215.521
1971,MARCH,SORGHUM,109,219.477
1971,APRIL,SORGHUM,109,225.554
1971,MAY,SORGHUM,109,226.591
1971,JUNE,SORGHUM,109,219.08
1971,JULY,SORGHUM,109,249.224
1971,AUGUST,SORGHUM,109,261.406
1971,SEPTEMBER,SORGHUM,109,279.281
1971,OCTOBER,SORGHUM,109,285
1971,NOVEMBER,SORGHUM,109,293
1971,DECEMBER,SORGHUM,109,316
1972,JANUARY,SORGHUM,109,304.02
1972,FEBRUARY,SORGHUM,109,313.73
1972,MARCH,SORGHUM,109,329.23
1972,APRIL,SORGHUM,109,369.995
1972,MAY,SORGHUM,109,409.01
1972,JUNE,SORGHUM,109,442.43
1972,JULY,SORGHUM,109,466.2
1972,AUGUST,SORGHUM,109,644.49
1972,SEPTEMBER,SORGHUM,109,436.4
1972,OCTOBER,SORGHUM,109,455.82
1972,NOVEMBER,SORGHUM,109,463.48
1972,DECEMBER,SORGHUM,109,401.13
1973,JANUARY,SORGHUM,109,395.6
1973,FEBRUARY,SORGHUM,109,373.29
1973,MARCH,SORGHUM,109,363.9
1973,APRIL,SORGHUM,109,375.42
1973,MAY,SORGHUM,109,384.4
1973,JUNE,SORGHUM,109,388.8
1973,JULY,SORGHUM,109,288.137
1973,AUGUST,SORGHUM,109,356.9
1973,SEPTEMBER,SORGHUM,109,356.5
1973,OCTOBER,SORGHUM,109,352.447
1973,NOVEMBER,SORGHUM,109,342.64
1973,DECEMBER,SORGHUM,109,371.561
1974,JANUARY,SORGHUM,109,0.032
1974,FEBRUARY,SORGHUM,109,0.031
1974,MARCH,SORGHUM,109,0.035
1974,APRIL,SORGHUM,109,0.037
1974,MAY,SORGHUM,109,0.04
1974,JUNE,SORGHUM,109,0.039
1974,JULY,SORGHUM,109,0.036
1974,AUGUST,SORGHUM,109,0.037
1974,SEPTEMBER,SORGHUM,109,0.031
1974,OCTOBER,SORGHUM,109,0.03
1974,NOVEMBER,SORGHUM,109,0.033
1974,DECEMBER,SORGHUM,109,0.035
1975,JANUARY,SORGHUM,109,0.037
1975,FEBRUARY,SORGHUM,109,0.039
1975,MARCH,SORGHUM,109,0.04
1975,APRIL,SORGHUM,109,0.034
1975,MAY,SORGHUM,109,0.051
1975,JUNE,SORGHUM,109,0.054
1975,JULY,SORGHUM,109,0.039
1975,AUGUST,SORGHUM,109,0.034
1975,SEPTEMBER,SORGHUM,109,0.03
1975,OCTOBER,SORGHUM,109,0.03
1975,NOVEMBER,SORGHUM,109,0.034
1975,DECEMBER,SORGHUM,109,0.042
1976,JANUARY,SORGHUM,109,0.038
1976,FEBRUARY,SORGHUM,109,0.044
1976,MARCH,SORGHUM,109,0.045
1976,APRIL,SORGHUM,109,0.051
1976,MAY,SORGHUM,109,0.061
1976,JUNE,SORGHUM,109,0.065
1976,JULY,SORGHUM,109,0.041
1976,AUGUST,SORGHUM,109,0.035
1976,SEPTEMBER,SORGHUM,109,0.031
1976,OCTOBER,SORGHUM,109,0.035
1976,NOVEMBER,SORGHUM,109,0.041
1976,DECEMBER,SORGHUM,109,0.044
1977,JANUARY,SORGHUM,109,0.045
1977,FEBRUARY,SORGHUM,109,0.053
1977,MARCH,SORGHUM,109,0.057
1977,APRIL,SORGHUM,109,0.06
1977,MAY,SORGHUM,109,0.067
1977,JUNE,SORGHUM,109,0.067
1977,JULY,SORGHUM,109,0.055
1977,AUGUST,SORGHUM,109,0.047
1977,SEPTEMBER,SORGHUM,109,0.043
1977,OCTOBER,SORGHUM,109,0.042
1977,NOVEMBER,SORGHUM,109,0.054
1977,DECEMBER,SORGHUM,109,0.063
1978,JANUARY,SORGHUM,109,0.068
1978,FEBRUARY,SORGHUM,109,0.07
1978,MARCH,SORGHUM,109,0.075
1978,APRIL,SORGHUM,109,0.077
1978,MAY,SORGHUM,109,0.081
1978,JUNE,SORGHUM,109,0.09
1978,JULY,SORGHUM,109,0.07
1978,AUGUST,SORGHUM,109,0.057
1978,SEPTEMBER,SORGHUM,109,0.053
1978,OCTOBER,SORGHUM,109,0.056
1978,NOVEMBER,SORGHUM,109,0.066
1978,DECEMBER,SORGHUM,109,0.073
1979,JANUARY,SORGHUM,109,0.083
1979,FEBRUARY,SORGHUM,109,0.088
1979,MARCH,SORGHUM,109,0.09
1979,APRIL,SORGHUM,109,0.089
1979,MAY,SORGHUM,109,0.106
1979,JUNE,SORGHUM,109,0.099
1979,JULY,SORGHUM,109,0.093
1979,AUGUST,SORGHUM,109,0.071
1979,SEPTEMBER,SORGHUM,109,0.073
1979,OCTOBER,SORGHUM,109,0.157
1979,NOVEMBER,SORGHUM,109,0.089
1979,DECEMBER,SORGHUM,109,0.105
1980,JANUARY,SORGHUM,109,0.123
1980,FEBRUARY,SORGHUM,109,0.106
1980,MARCH,SORGHUM,109,0.122
1980,APRIL,SORGHUM,109,0.138
1980,MAY,SORGHUM,109,0.136
1980,JUNE,SORGHUM,109,0.164
1980,JULY,SORGHUM,109,0.168
1980,AUGUST,SORGHUM,109,0.144
1980,SEPTEMBER,SORGHUM,109,0.139
1980,OCTOBER,SORGHUM,109,0.116
1980,NOVEMBER,SORGHUM,109,0.118
1980,DECEMBER,SORGHUM,109,0.182
1981,JANUARY,SORGHUM,109,0.28
1981,FEBRUARY,SORGHUM,109,0.2
1981,MARCH,SORGHUM,109,0.165
1981,APRIL,SORGHUM,109,0.295
1981,MAY,SORGHUM,109,0.291
1981,JUNE,SORGHUM,109,0.443
1981,JULY,SORGHUM,109,0.44
1981,AUGUST,SORGHUM,109,0.303
1981,SEPTEMBER,SORGHUM,109,0.245
1981,OCTOBER,SORGHUM,109,0.238
1981,NOVEMBER,SORGHUM,109,0.311
1981,DECEMBER,SORGHUM,109,0.282
1982,JANUARY,SORGHUM,109,0.388
1982,FEBRUARY,SORGHUM,109,0.416
1982,MARCH,SORGHUM,109,0.414
1982,APRIL,SORGHUM,109,0.502
1982,MAY,SORGHUM,109,0.59
1982,JUNE,SORGHUM,109,0.688
1982,JULY,SORGHUM,109,0.565
1982,AUGUST,SORGHUM,109,0.418
1982,SEPTEMBER,SORGHUM,109,0.351
1982,OCTOBER,SORGHUM,109,0.348
1982,NOVEMBER,SORGHUM,109,0.46
1982,DECEMBER,SORGHUM,109,0.518
1983,JANUARY,SORGHUM,109,0.32
1983,FEBRUARY,SORGHUM,109,0.541
1983,MARCH,SORGHUM,109,0.727
1983,APRIL,SORGHUM,109,0.653
1983,MAY,SORGHUM,109,0.83
1983,JUNE,SORGHUM,109,0.773
1983,JULY,SORGHUM,109,0.576
1983,AUGUST,SORGHUM,109,0.481
1983,SEPTEMBER,SORGHUM,109,0.407
1983,OCTOBER,SORGHUM,109,0.516
1983,NOVEMBER,SORGHUM,109,0.559
1983,DECEMBER,SORGHUM,109,0.636
1984,JANUARY,SORGHUM,109,0.693
1984,FEBRUARY,SORGHUM,109,0.689
1984,MARCH,SORGHUM,109,0.78
1984,APRIL,SORGHUM,109,0.894
1984,MAY,SORGHUM,109,0.875
1984,JUNE,SORGHUM,109,1.145
1984,JULY,SORGHUM,109,1.035
1984,AUGUST,SORGHUM,109,1.155
1984,SEPTEMBER,SORGHUM,109,1.139
1984,OCTOBER,SORGHUM,109,0.99
1984,NOVEMBER,SORGHUM,109,1.011
1984,DECEMBER,SORGHUM,109,1.08
1985,JANUARY,SORGHUM,109,1.072
1985,FEBRUARY,SORGHUM,109,1.187
1985,MARCH,SORGHUM,109,1.406
1985,APRIL,SORGHUM,109,1.562
1985,MAY,SORGHUM,109,1.668
1985,JUNE,SORGHUM,109,2.3
1985,JULY,SORGHUM,109,2.414
1985,AUGUST,SORGHUM,109,1.393
1985,SEPTEMBER,SORGHUM,109,1.287
1985,OCTOBER,SORGHUM,109,1.408
1985,NOVEMBER,SORGHUM,109,1.392
1985,DECEMBER,SORGHUM,109,1.448
1986,JANUARY,SORGHUM,109,1.923
1986,FEBRUARY,SORGHUM,109,1.266
1986,MARCH,SORGHUM,109,1.379
1986,APRIL,SORGHUM,109,1.779
1986,MAY,SORGHUM,109,2.586
1986,JUNE,SORGHUM,109,2.426
1986,JULY,SORGHUM,109,3.056
1986,AUGUST,SORGHUM,109,2.442
1986,SEPTEMBER,SORGHUM,109,2.075
1986,OCTOBER,SORGHUM,109,2.131
1986,NOVEMBER,SORGHUM,109,2.577
1986,DECEMBER,SORGHUM,109,2.236
1987,JANUARY,SORGHUM,109,3.171
1987,FEBRUARY,SORGHUM,109,3.92
1987,MARCH,SORGHUM,109,4.934
1987,APRIL,SORGHUM,109,6.518
1987,MAY,SORGHUM,109,6.448
1987,JUNE,SORGHUM,109,7.279
1987,JULY,SORGHUM,109,10.752
1987,AUGUST,SORGHUM,109,7.195
1987,SEPTEMBER,SORGHUM,109,7.371
1987,OCTOBER,SORGHUM,109,7.142
1987,NOVEMBER,SORGHUM,109,9.716
1987,DECEMBER,SORGHUM,109,9.788
1988,JANUARY,SORGHUM,109,1.205
1988,FEBRUARY,SORGHUM,109,10.092
1988,MARCH,SORGHUM,109,10.384
1988,APRIL,SORGHUM,109,9.408
1988,MAY,SORGHUM,109,9.967
1988,JUNE,SORGHUM,109,9.285
1988,JULY,SORGHUM,109,7.188
1988,AUGUST,SORGHUM,109,4.622
1988,SEPTEMBER,SORGHUM,109,5.101
1988,OCTOBER,SORGHUM,109,4.934
1988,NOVEMBER,SORGHUM,109,6.159
1988,DECEMBER,SORGHUM,109,5.18
1989,JANUARY,SORGHUM,109,6.713
1989,FEBRUARY,SORGHUM,109,5.889
1989,MARCH,SORGHUM,109,7.955
1989,APRIL,SORGHUM,109,10.185
1989,MAY,SORGHUM,109,7.202
1989,JUNE,SORGHUM,109,6.454
1989,JULY,SORGHUM,109,8.84
1989,AUGUST,SORGHUM,109,5.74
1989,SEPTEMBER,SORGHUM,109,5.551
1989,OCTOBER,SORGHUM,109,5.762
1989,NOVEMBER,SORGHUM,109,6.327
1989,DECEMBER,SORGHUM,109,5.141
1990,JANUARY,SORGHUM,109,6.873
1990,FEBRUARY,SORGHUM,109,6.758
1990,MARCH,SORGHUM,109,8.72
1990,APRIL,SORGHUM,109,8.704
1990,MAY,SORGHUM,109,8.85
1990,JUNE,SORGHUM,109,9.964
1990,JULY,SORGHUM,109,10.172
1990,AUGUST,SORGHUM,109,9.526
1990,SEPTEMBER,SORGHUM,109,8.824
1990,OCTOBER,SORGHUM,109,8.861
1990,NOVEMBER,SORGHUM,109,9.962
1990,DECEMBER,SORGHUM,109,10.928
1991,JANUARY,SORGHUM,109,6.917
1991,FEBRUARY,SORGHUM,109,10.221
1991,MARCH,SORGHUM,109,13.245
1991,APRIL,SORGHUM,109,10.486
1991,MAY,SORGHUM,109,11.953
1991,JUNE,SORGHUM,109,12.219
1991,JULY,SORGHUM,109,11.76
1991,AUGUST,SORGHUM,109,11.071
1991,SEPTEMBER,SORGHUM,109,10.751
1991,OCTOBER,SORGHUM,109,10.949
1991,NOVEMBER,SORGHUM,109,9.968
1991,DECEMBER,SORGHUM,109,9.684
1992,JANUARY,SORGHUM,109,16.568
1992,FEBRUARY,SORGHUM,109,16.591
1992,MARCH,SORGHUM,109,19.582
1992,APRIL,SORGHUM,109,22.441
1992,MAY,SORGHUM,109,25.795
1992,JUNE,SORGHUM,109,27.01
1992,JULY,SORGHUM,109,21.61
1992,AUGUST,SORGHUM,109,18.885
1992,SEPTEMBER,SORGHUM,109,16.83
1992,OCTOBER,SORGHUM,109,13.407
1992,NOVEMBER,SORGHUM,109,15.689
1992,DECEMBER,SORGHUM,109,18.23
1993,JANUARY,SORGHUM,109,19.201
1993,FEBRUARY,SORGHUM,109,21.409
1993,MARCH,SORGHUM,109,23.555
1993,APRIL,SORGHUM,109,26.179
1993,MAY,SORGHUM,109,28.802
1993,JUNE,SORGHUM,109,32.042
1993,JULY,SORGHUM,109,31.102
1993,AUGUST,SORGHUM,109,24.946
1993,SEPTEMBER,SORGHUM,109,18.61
1993,OCTOBER,SORGHUM,109,17.437
1993,NOVEMBER,SORGHUM,109,19.883
1993,DECEMBER,SORGHUM,109,20.032
1994,JANUARY,SORGHUM,109,22.347
1994,FEBRUARY,SORGHUM,109,24.844
1994,MARCH,SORGHUM,109,23.851
1994,APRIL,SORGHUM,109,30.331
1994,MAY,SORGHUM,109,37.781
1994,JUNE,SORGHUM,109,37.661
1994,JULY,SORGHUM,109,44.89
1994,AUGUST,SORGHUM,109,39.84
1994,SEPTEMBER,SORGHUM,109,23.02
1994,OCTOBER,SORGHUM,109,21.861
1994,NOVEMBER,SORGHUM,109,25.203
1994,DECEMBER,SORGHUM,109,29.599
1995,JANUARY,SORGHUM,109,30.079
1995,FEBRUARY,SORGHUM,109,31.432
1995,MARCH,SORGHUM,109,31.835
1995,APRIL,SORGHUM,109,34.923
1995,MAY,SORGHUM,109,37.553
1995,JUNE,SORGHUM,109,43.023
1995,JULY,SORGHUM,109,33.372
1995,AUGUST,SORGHUM,109,26.982
1995,SEPTEMBER,SORGHUM,109,21.079
1995,OCTOBER,SORGHUM,109,20.647
1995,NOVEMBER,SORGHUM,109,21.632
1995,DECEMBER,SORGHUM,109,21.074
1996,JANUARY,SORGHUM,109,23.458
1996,FEBRUARY,SORGHUM,109,24.107
1996,MARCH,SORGHUM,109,25.869
1996,APRIL,SORGHUM,109,31.808
1996,MAY,SORGHUM,109,35.234
1996,JUNE,SORGHUM,109,39.924
1996,JULY,SORGHUM,109,42.369
1996,AUGUST,SORGHUM,109,28.831
1996,SEPTEMBER,SORGHUM,109,21.722
1996,OCTOBER,SORGHUM,109,21.756
1996,NOVEMBER,SORGHUM,109,24.695
1996,DECEMBER,SORGHUM,109,29.07
1997,JANUARY,SORGHUM,109,31.387
1997,FEBRUARY,SORGHUM,109,35.129
1997,MARCH,SORGHUM,109,38.287
1997,APRIL,SORGHUM,109,45.055
1997,MAY,SORGHUM,109,50.629
1997,JUNE,SORGHUM,109,60.577
1997,JULY,SORGHUM,109,54.566
1997,AUGUST,SORGHUM,109,37.417
1997,SEPTEMBER,SORGHUM,109,29.652
1997,OCTOBER,SORGHUM,109,29.871
1997,NOVEMBER,SORGHUM,109,32.805
1997,DECEMBER,SORGHUM,109,35.805
1998,JANUARY,SORGHUM,109,39.947
1998,FEBRUARY,SORGHUM,109,46.182
1998,MARCH,SORGHUM,109,51.978
1998,APRIL,SORGHUM,109,59.057
1998,MAY,SORGHUM,109,62.03
1998,JUNE,SORGHUM,109,71.049
1998,JULY,SORGHUM,109,63.907
1998,AUGUST,SORGHUM,109,58.63
1998,SEPTEMBER,SORGHUM,109,46.23
1998,OCTOBER,SORGHUM,109,42.4
1998,NOVEMBER,SORGHUM,109,48.295
1998,DECEMBER,SORGHUM,109,50.018
1998,JANUARY,SORGHUM,109,62.848
1999,FEBRUARY,SORGHUM,109,67.097
1999,MARCH,SORGHUM,109,71.22
1999,APRIL,SORGHUM,109,88.462
1999,MAY,SORGHUM,109,108.973
1999,JUNE,SORGHUM,109,123.594
1999,JULY,SORGHUM,109,128.746
1999,AUGUST,SORGHUM,109,72.55
1999,SEPTEMBER,SORGHUM,109,57.687
1999,OCTOBER,SORGHUM,109,60.113
1999,NOVEMBER,SORGHUM,109,68.489
1999,DECEMBER,SORGHUM,109,76.843
2000,JANUARY,SORGHUM,109,85.925
2000,FEBRUARY,SORGHUM,109,91.551
2000,MARCH,SORGHUM,109,92.049
2000,APRIL,SORGHUM,109,100.461
2000,MAY,SORGHUM,109,117.041
2000,JUNE,SORGHUM,109,133.537
2000,JULY,SORGHUM,109,123.145
2000,AUGUST,SORGHUM,109,87.488
2000,SEPTEMBER,SORGHUM,109,71.52
2000,OCTOBER,SORGHUM,109,71.711
2000,NOVEMBER,SORGHUM,109,97.803
2000,DECEMBER,SORGHUM,109,97.611
2001,JANUARY,SORGHUM,109,104.233
2001,FEBRUARY,SORGHUM,109,113.571
2001,MARCH,SORGHUM,109,127.028
2001,APRIL,SORGHUM,109,153.994
2001,MAY,SORGHUM,109,173.003
2001,JUNE,SORGHUM,109,201.14
2001,JULY,SORGHUM,109,166.678
2001,AUGUST,SORGHUM,109,157.226
2001,SEPTEMBER,SORGHUM,109,125.781
2001,OCTOBER,SORGHUM,109,125.781
2001,NOVEMBER,SORGHUM,109,150.937
2001,DECEMBER,SORGHUM,109,105.656
2002,JANUARY,SORGHUM,109,135.954
2002,FEBRUARY,SORGHUM,109,181.212
2002,MARCH,SORGHUM,109,158.804
2002,APRIL,SORGHUM,109,168.611
2002,MAY,SORGHUM,109,208.156
2002,JUNE,SORGHUM,109,420
2002,JULY,SORGHUM,109,460
2002,AUGUST,SORGHUM,109,386.2
2002,SEPTEMBER,SORGHUM,109,210.5
2002,OCTOBER,SORGHUM,109,170
2002,NOVEMBER,SORGHUM,109,180
2002,DECEMBER,SORGHUM,109,195
2003,JANUARY,SORGHUM,109,171.662
2003,FEBRUARY,SORGHUM,109,190.487
2003,MARCH,SORGHUM,109,190.244
2003,APRIL,SORGHUM,109,206.363
